Question,Position,Average Price,Current Price,Realized PnL,Total Invested,Unrealized PnL,Overall PnL,Overall PnL (%)
Will there be no change in Fed interest rates after the March 2026 meeting? - Yes 🟢,464.9557492,0.60021,0.925,24.745315,599.999152,163.25727327856004,188.00258827856004,0.3133380899821006
Will CDU win the most seats in the 2026 Baden-Württemberg parliamentary elections? - Yes 🟢,462.497225,0.9,0.925,0,449.9973,12.499925000000019,12.499925000000019,0.02777777777777782
Will the Colorado Avalanche win the 2026 NHL Stanley Cup? - Yes 🟢,458.9891815995,0.241,0.2295,0,481.98864,-22.999457901500023,-22.999457901500023,-0.0477178422742495
Will Norway win the most gold medals in the 2026 Winter Olympics? - Yes 🟢,457.5,0.78,0.915,0,390,67.5,67.5,0.17307692307692307
"Bitcoin Up or Down - February 13, 3:20PM-3:25PM ET - Yes 🟢",454.99854400000004,0.5,0.455,0,499.9984,-44.999855999999966,-44.999855999999966,-0.08999999999999993
Will PH win the most seats in the 2026 Colombian Senate election? - Yes 🟢,437.643257625,0.457697,0.875,0,228.923436,208.71982209906898,208.71982209906898,0.9117451045906413
Will Kuomintang (KMT) win the most head of local government elections in the 2026 Taiwan local elections? - Yes 🟢,437.5,0.84,0.875,0,420,17.5,17.5,0.04166666666666666
"Bitcoin Up or Down - February 13, 3:25PM-3:30PM ET - Yes 🟢",434.997912,0.5,0.435,0,499.9976,-64.99968799999999,-64.99968799999999,-0.12999999999999998
Will Rafael López Aliaga win the 2026 Peruvian presidential election? - Yes 🟢,429.80219999999997,0.489488,0.43,0,489.262836,-59.46063552000004,-59.46063552000004,-0.1215310690796062
Will Brazil win the 2026 FIFA World Cup? - Yes 🟢,424.9983,0.092117,0.085,0,460.583158,-35.58485766000001,-35.58485766000001,-0.07726044046968823
Will Oh Se-hoon win the 2026 Seoul Mayoral Election - Yes 🟢,419.98769358,0.286592,0.21,0,573.167205,-153.179511555616,-153.179511555616,-0.2672510049761413
Will the Slovenian Democratic Party (SDS) win the most seats in the 2026 Slovenian parliamentary election? - Yes 🟢,415,0.81,0.83,0,405,10,10,0.024691358024691357
Will Mercedes be the 2026 F1 Constructors Champion? - Yes 🟢,399.98601600000006,0.377553,0.4,3.727869,518.290184,22.44621525288005,26.17408425288005,0.0505008295755801
Will Anutin Charnvirakul be the next prime minister of Thailand? - Yes 🟢,390.4,0.607624,0.976,0,243.0496,147.35039999999998,147.35039999999998,0.606256500730715
Will Apple be the third-largest company in the world by market cap on February 28? - Yes 🟢,384.8306,0.246502,0.385,0,246.393539,138.43706088,138.43706088,0.5618534537953124
Will Arsenal win the 2025–26 English Premier League? - Yes 🟢,375.473019375,0.697525,0.675,81.63444,1811.518688,-12.529673720624999,69.104766279375,0.03814742113186248
Will Ivan Cepeda Castro win the 2026 Colombian presidential election? - Yes 🟢,375.14347725,0.310389,0.375,0,310.507757,64.635720556266,64.635720556266,0.2081613714927772
Will One Battle After Another win Best Picture at the 98th Academy Awards? - Yes 🟢,372.71063534,0.680982,0.745,0,340.683535,32.02709993717599,32.02709993717599,0.09400835862870799
Will Abelardo de la Espriella  win the 2026 Colombian presidential election? - Yes 🟢,370.03817585999997,0.385332,0.37,0,385.371758,-15.333581925096041,-15.333581925096041,-0.03978906499187738
Will there be no change in Fed interest rates after the June 2026 meeting? - Yes 🟢,365.003376615,0.318762,0.365,0,318.764949,46.238427747738,46.238427747738,0.14505493120492993
Will Jessie Buckley win Best Actress at the 98th Academy Awards? - Yes 🟢,363.59353212,0.899471,0.91,0,359.386635,4.206897032628035,4.206897032628035,0.01170576928278937
Will Marco Rubio win the 2028 Republican presidential nomination? - Yes 🟢,358.53585,0.137935,0.1195,0,413.846381,-55.31053050000003,-55.31053050000003,-0.1336499074036847
Will Portugal win the 2026 FIFA World Cup? - Yes 🟢,357.49999999999994,0.0724,0.0715,0,362,-4.500000000000057,-4.500000000000057,-0.012430939226519494
Will Park Chan-dae win the 2026 Incheon mayoral election? - Yes 🟢,354,0.8,0.885,0,320,34,34,0.10625
Will Teyana Taylor win Best Supporting Actress at the 98th Academy Awards? - Yes 🟢,350,0.67,0.7,0,335,15,15,0.04477611940298507
Will Graham Platner be the Democratic nominee for Senate in Maine? - Yes 🟢,336.49485583,0.634161,0.665,0,320.890097,15.604759186378033,15.604759186378033,0.048629606623161174
Will Stellan Skarsgård win Best Supporting Actor at the 98th Academy Awards? - Yes 🟢,332.5,0.61,0.665,0,305,27.5,27.5,0.09016393442622951
Will NVIDIA be the largest company in the world by market cap on June 30? - Yes 🟢,327.33448281,0.639833,0.655,0,319.754815,7.579667329434017,7.579667329434017,0.023704622960670715
"Bitcoin Up or Down - February 13, 2:50PM-2:55PM ET - Yes 🟢",324.9860211,0.4,0.325,0,399.982795,-74.99677409999998,-74.99677409999998,-0.18750000009375398
Will China invade Taiwan by end of 2026? - No 🔴,319.64285612,0.839999,0.895,0,299.999642,19.64321422285599,19.64321422285599,0.06547745887928756
"Bitcoin Up or Down - February 13, 2:15PM-2:20PM ET - Yes 🟢",315,0.5,0.315,0,500,-185,-185,-0.37
Will Google have the best AI model at the end of June 2026? - Yes 🟢,313.7372,0.609543,0.49,0,390.278192,-76.54099204000005,-76.54099204000005,-0.19611905970908064
Trump impeached by end of 2026? - No 🔴,310.63050419999996,0.854712,0.885,0,299.99957,10.63093413695998,10.63093413695998,0.03543649791551361
"Bitcoin Up or Down - February 13, 4:45PM-5:00PM ET - Yes 🟢",309.97494766,0.33,0.155,0,659.946663,-349.9717151,-349.9717151,-0.5303030301101773
Will Apple be the second-largest company in the world by market cap on February 28? - Yes 🟢,304.99752645,0.716954,0.61,39.128315,670.179801,-53.47656630153,-14.348251301529999,-0.021409554988259038
Will there be no change in Fed interest rates after the April 2026 meeting? - Yes 🟢,303.23871104,0.626601,0.76,0,250.012736,53.225974755295994,53.225974755295994,0.2128930533974717
Will George Russell be the 2026 F1 Drivers Champion? - Yes 🟢,294.992106095,0.236994,0.295,0,236.987658,58.00444781744599,58.00444781744599,0.24475725152508146
Will Flávio Bolsonaro win the 2026 Brazilian presidential election? - Yes 🟢,293,0.161999,0.293,0,161.999,131.001,131.001,0.8086531398341965
Will PLC win the most seats in the 2026 Colombian Chamber of Representatives election? - Yes 🟢,290.019877615,0.328497,0.145,0,657.039033,-367.019155053239,-367.019155053239,-0.5585956642141213
Will Benjamin Netanyahu be the next Prime Minister of Israel? - Yes 🟢,289.87789375999995,0.550147,0.58,0,274.957679,14.920215107615945,14.920215107615945,0.054263678548202854
Will Germany win the 2026 FIFA World Cup? - Yes 🟢,287.3505,0.062201,0.0575,0,310.843277,-23.492777399999966,-23.492777399999966,-0.07557756315894187
Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup? - Yes 🟢,283.02530529399996,0.113181,0.1415,0,226.382241,56.64306445668396,56.64306445668396,0.25020984069454444
Will The Secret Agent win Best International Feature Film at the 98th Academy Awards? - Yes 🟢,279.9972,0.29,0.28,0,289.9971,-9.999899999999968,-9.999899999999968,-0.034482758620689544
Will the Democrats win the Georgia governor race in 2026? - Yes 🟢,275,0.56,0.55,0,280,-5,-5,-0.017857142857142856
Billionaire one-time wealth tax passes in California election 2026? - No 🔴,274.19472864,0.670909,0.63,0,291.999542,-17.804812942751994,-17.804812942751994,-0.0609754824298731
Will the Denver Nuggets win the 2026 NBA Finals? - Yes 🟢,269.99190000000004,0.139185,0.135,0,315.941599,-8.369748899999934,-8.369748899999934,-0.026491443122689057
Will Max Verstappen be the 2026 F1 Drivers Champion? - Yes 🟢,269.88871275,0.253129,0.27,0,253.024667,16.864046195575014,16.864046195575014,0.0666498108485803
Will McLaren be the 2026 F1 Constructors Champion? - Yes 🟢,265,0.42,0.265,0,420,-155,-155,-0.36904761904761907
Will the Los Angeles Lakers make the NBA Playoffs? - Yes 🟢,259.5,0.87,0.865,0,261,-1.5,-1.5,-0.005747126436781609
Will CDU win the most seats in the 2026 Rhineland-Palatinate parliamentary elections? - Yes 🟢,256,0.765,0.64,0,306,-50,-50,-0.1633986928104575
Will Matthew Schaefer win the 2025–2026 NHL Calder Memorial Trophy? - Yes 🟢,255.84027104499998,0.817541,0.815,0,256.637928,-0.7976565996630427,-0.7976565996630427,-0.0031081009961358586
Will Bad Bunny be the top Spotify artist for 2026? - Yes 🟢,253.98398593500002,0.572667,0.635,0,229.052358,24.931628024073035,24.931628024073035,0.10884685161841047
"Bitcoin Up or Down - February 13, 2:25PM-2:30PM ET - Yes 🟢",250,0.5,0.25,0,500,-250,-250,-0.5
Will Sinners win Best Original Screenplay at the 98th Academy Awards? - Yes 🟢,247.5,0.87,0.825,0,261,-13.5,-13.5,-0.05172413793103448
Will Parti libéral du Québec win the most seats in the 2026 Quebec general election? - Yes 🟢,246.0763625,0.213521,0.205,0,256.304737,-10.228374072500031,-10.228374072500031,-0.03990708167247035
Will Waymo launch in Miami by June 30 2026? - Yes 🟢,243.787156732,0.755166,0.9205,0,199.999752,43.78740442273599,43.78740442273599,0.21893729359592404
"Bitcoin Up or Down - February 13, 5:15PM-5:30PM ET - Yes 🟢",242.38517794499998,0.49,0.885,0,134.201963,108.18321501499997,108.18321501499997,0.8061224485591167
"Bitcoin Up or Down - February 13, 3:35PM-3:40PM ET - Yes 🟢",240,0.5,0.24,0,500,-260,-260,-0.52
"Bitcoin Up or Down - February 13, 5:15PM-5:30PM ET - Yes 🟢",229.99403656,0.4,0.115,0,799.979258,-569.9852210399999,-569.9852210399999,-0.7124999996437409
Russia x Ukraine ceasefire by end of 2026? - No 🔴,225.98818415499997,0.56,0.565,0,223.988289,1.9998954349999565,1.9998954349999565,0.008928571417409936
Will Alfonso López Chau win the 2026 Peruvian presidential election? - Yes 🟢,224.160898976,0.201585,0.224,0,201.729798,22.431100672084995,22.431100672084995,0.11119378938794652
Will Marco Rubio win the 2028 US Presidential Election? - Yes 🟢,217.49999999999997,0.089554,0.0725,0,268.662,-51.162000000000006,-51.162000000000006,-0.19043258815909958
Will NVIDIA be the largest company in the world by market cap on December 31? - Yes 🟢,217.49364117000002,0.35,0.435,0,174.994884,42.498757470000015,42.498757470000015,0.24285714244080425
Will United Russia (ER) gain the most seats in the next Russian parliamentary election? - Yes 🟢,214.5,0.806666,0.715,0,241.9998,-27.499799999999993,-27.499799999999993,-0.11363563110382734
"Bitcoin Up or Down - February 13, 3:15PM-3:20PM ET - Yes 🟢",209.98492305,0.55,0.21,0,549.960513,-339.9755897,-339.9755897,-0.6181818179008063
Ukraine agrees to limit size of armed forces before 2027? - No 🔴,203.81924074000003,0.657444,0.67,0,199.999607,3.8196334130320224,3.8196334130320224,0.019098204593132138
Will the Republicans win the Georgia governor race in 2026? - Yes 🟢,202.5,0.41,0.405,0,205,-2.5,-2.5,-0.012195121951219513
China x Japan military clash before 2027? - No 🔴,200.00652437500003,0.87497,0.875,0,199.999667,0.006857366550036659,0.006857366550036659,0.00003428688983785487
Will Inter win the 2025–26 Serie A league? - Yes 🟢,199.396706025,0.408732,0.815,0,99.999772,99.39693369737999,99.39693369737999,0.9939716032290553
US national Bitcoin reserve before 2027? - No 🔴,199.0479348,0.723443,0.72,0,199.999771,-0.9518361659949903,-0.9518361659949903,-0.004759186279243241
OpenAI announces it has achieved AGI before 2027? - No 🔴,198.83719944,0.859999,0.855,0,199.999758,-1.1625580818719925,-1.1625580818719925,-0.005812797442844868
Will Yodchanan Wongsawat be the next prime minister of Thailand? - No 🔴,198.0990976545,0.89,0.9905,0,177.999189,20.099908444500016,20.099908444500016,0.11292134844782925
"Bitcoin Up or Down - February 13, 3:25PM-3:30PM ET - Yes 🟢",196.92798940999998,0.4,0.565,0,139.418046,57.50994380999998,57.50994380999998,0.41249999881650884
Will the Republicans win the Tennessee Senate race in 2026? - Yes 🟢,194.623650085,0.929999,0.905,0,199.999779,-5.376128871242997,-5.376128871242997,-0.026880674059359823
Will Alphabet be the second-largest company in the world by market cap on February 28? - Yes 🟢,192.45606688,0.307343,0.385,0,153.636428,38.819638404416,38.819638404416,0.25267209677913105
Will the Carolina Hurricanes win the 2026 NHL Stanley Cup? - Yes 🟢,189.99710478,0.0802,0.095,0,160.397556,29.599548955199992,29.599548955199992,0.1845386531650145
Will Liam rank #1 among boy names on the SSA’s official list for 2025? - Yes 🟢,187.609478093,0.919998,0.863,9.270666,415.362731,-12.390921242578003,-3.1202552425780024,-0.007512121357315524
Will the Iranian regime fall by March 31? - No 🔴,185.89911325699998,0.979,0.9295,0,195.799066,-9.89995277700001,-9.89995277700001,-0.050561797761588964
Will Trump create a tariff dividend by March 31? - No 🔴,184,0.82,0.92,0,164,20,20,0.12195121951219512
Netanyahu out by end of 2026? - No 🔴,181.44768746499997,0.55,0.605,0,164.952443,16.49524431499998,16.49524431499998,0.10000000009093518
Will Casey Putsch win the 2026 Ohio Governor Republican primary election? - No 🔴,181,0.954749,0.905,0,190.9498,-9.94980000000001,-9.94980000000001,-0.05210688882627795
Will Lisa Demuth win the 2026 Minnesota Governor Republican primary election? - Yes 🟢,179.99537715000002,0.415797,0.45,0,166.314529,13.680848632581018,13.680848632581018,0.08225889051810391
Will Nicolás Maduro be the leader of Venezuela end of 2026? - No 🔴,177.6,0.948,0.888,0,189.6,-12,-12,-0.06329113924050633
Putin out as President of Russia by end of 2026? - No 🔴,176,0.89,0.88,0,178,-2,-2,-0.011235955056179777
Will Vivek Ramaswamy win the 2026 Ohio Governor Republican primary election? - Yes 🟢,176,0.76,0.88,0,152,24,24,0.15789473684210525
"Israel and Syria normalize relations by December 31, 2026? - No 🔴",172.912424835,0.769996,0.885,2.380515,162.662634,22.469627690083996,24.850142690083995,0.1527710579805562
Will Janet Mills be the Democratic nominee for Senate in Maine? - Yes 🟢,169.56695000000002,0.305761,0.335,0,154.767045,14.799904630000015,14.799904630000015,0.09562697685414885
Will Finland win Eurovision 2026? - Yes 🟢,169.503024558,0.128827,0.1695,0,128.829299,40.67372576901198,40.67372576901198,0.31571797785697786
Will the San Antonio Spurs win the 2026 NBA Finals? - Yes 🟢,169,0.069,0.0845,0,138,31,31,0.2246376811594203
Will Netherlands win the 2026 FIFA World Cup? - Yes 🟢,167.513735,0.033388,0.0335,0,166.953689,0.5600459199999932,0.5600459199999932,0.003354498623866845
Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election? - Yes 🟢,165,0.061113,0.055,0,183.339,-18.339,-18.339,-0.10002781732201002
Will the Democratic Party control the House after the 2026 Midterm elections? - Yes 🟢,164.87218109999998,0.742474,0.825,0,148.379767,16.492414081767976,16.492414081767976,0.11115002008170008
1k+ container ship transits of Suez Canal in Q1 2026? - No 🔴,161.529305025,0.868263,0.935,0,149.999913,11.529391689255021,11.529391689255021,0.07686265584204054
Will Woo Sang-ho win the 2026 Gangwon Province gubernatorial election? - Yes 🟢,158,0.75,0.79,0,150,8,8,0.05333333333333334
Will Argentina win Group J in the 2026 FIFA World Cup? - Yes 🟢,157.684,0.766432,0.79,0,152.979827,4.704172800000009,4.704172800000009,0.03075028186559532
Will the Edmonton Oilers win the 2026 NHL Stanley Cup? - Yes 🟢,150,0.1,0.075,0,200,-50,-50,-0.25
Will Keiko Fujimori win the 2026 Peruvian presidential election? - Yes 🟢,149.988441,0.155599,0.15,0,155.58701,-5.598568541060018,-5.598568541060018,-0.03598352163885673
Will Keisha Lance Bottoms win the 2026 Georgia Governor Democratic primary election? - Yes 🟢,148,0.7,0.74,0,140,8,8,0.05714285714285714
Will GPT-6 be released before GTA VI? - Yes 🟢,145.34799999999998,0.798084,0.58,0,199.99985,-54.65185040000003,-54.65185040000003,-0.27325945694459286
Zelenskyy out as Ukraine president by end of 2026? - No 🔴,145,0.75,0.725,0,150,-5,-5,-0.03333333333333333
Will Red Bull Racing be the 2026 F1 Constructors Champion? - Yes 🟢,145,0.10684,0.145,0.2078,109.060135,38.16,38.367799999999995,0.35180407579726536
Will OpenAI have the best AI model for coding on March 31? - Yes 🟢,143.04075571500002,0.327592,0.715,0,65.537073,77.50368264340801,77.50368264340801,1.1825929828054422
Will Alphabet be the largest company in the world by market cap on December 31? - Yes 🟢,142.5,0.35,0.285,0,175,-32.5,-32.5,-0.18571428571428572
Will Naftali Bennett be the next Prime Minister of Israel? - Yes 🟢,142.48681875,0.37638,0.285,0,188.172592,-45.68577367500001,-45.68577367500001,-0.24278654606086314
Will SPD win the most seats in the 2026 Rhineland-Palatinate parliamentary elections? - Yes 🟢,139.9994932,0.154997,0.35,0,61.998576,78.00091763565598,78.00091763565598,1.2581082126088827
Will Ferrari be the 2026 F1 Constructors Champion? - Yes 🟢,139.96959424000002,0.149232,0.14,-49.998066,298.425786,-9.229994957311987,-59.22806095731199,-0.19846830849031252
Will Choo Mi-ae win the 2026 Gyeonggi Province Gubernatorial Election? - Yes 🟢,137.808,0.517648,0.522,0,136.659072,1.1489279999999837,1.1489279999999837,0.008407257441349987
Will the Vegas Golden Knights win the 2026 NHL Stanley Cup? - Yes 🟢,136.99820351900001,0.085,0.0685,0,169.997771,-32.99956727099999,-32.99956727099999,-0.1941176468190279
"Israel and Indonesia normalize relations by June 30, 2026? - No 🔴",136.29,0.74,0.9735,0,103.6,32.69,32.69,0.31554054054054054
Will the Boston Celtics make the NBA Playoffs? - Yes 🟢,135.655948692,0.94,0.981,0,129.986332,5.669616611999999,5.669616611999999,0.0436170213034398
Will Gavin Newsom win the 2028 Democratic presidential nomination? - Yes 🟢,135.105434685,0.329636,0.265,0,168.058925,-32.95349009924399,-32.95349009924399,-0.19608295185301222
Will Norway win the 2026 FIFA World Cup? - Yes 🟢,135.00702,0.027739,0.027,0,138.702212,-3.695192139999989,-3.695192139999989,-0.026641191129669863
Will US GDP growth in 2025 be between 2.0% and 2.5%? - Yes 🟢,132.3529389,0.679999,0.9,0,99.999851,32.353087678821,32.353087678821,0.3235313588499346
Will the Cleveland Cavaliers win the 2026 NBA Finals? - Yes 🟢,127,0.034,0.0635,0,68,59,59,0.8676470588235294
Will Alphabet be the second-largest company in the world by market cap on March 31? - Yes 🟢,126.1722,0.38868,0.42,0,116.763359,9.408841199999998,9.408841199999998,0.08058042591940164
Will Apple be the second-largest company in the world by market cap on March 31? - Yes 🟢,125.916,0.484124,0.42,0,145.140375,-19.224375199999997,-19.224375199999997,-0.13245366907726397
Will the Detroit Pistons win the 2026 NBA Finals? - Yes 🟢,124.9800484375,0.057186,0.0625,0,114.353745,10.62630363835001,10.62630363835001,0.09292484158127054
Will the Republican Party control the Senate after the 2026 Midterm elections? - Yes 🟢,124.95470937500001,0.673493,0.625,0,134.649795,-9.695085954754987,-9.695085954754987,-0.0720022333101583
Will the Boston Celtics win the 2026 NBA Finals? - Yes 🟢,120.99984469649999,0.06,0.0605,0,119.999846,0.999998716499988,0.999998716499988,0.008333333331944342
Will the Minnesota Wild win the 2026 NHL Stanley Cup? - Yes 🟢,120.99820684049999,0.044,0.0605,0,87.998696,32.99951095649999,32.99951095649999,0.37499999950567436
"Will Databricks not IPO by June 30, 2026? - Yes 🟢",120.49495690900001,0.813726,0.9805,0,99.999877,20.495080003612003,20.495080003612003,0.2049510521259141
"Israel and Indonesia normalize relations by December 31, 2026? - No 🔴",120.348354285,0.735365,0.885,0,99.999963,20.348390953034993,20.348390953034993,0.20348398481942437
Israel and Saudi Arabia normalize relations before 2027? - No 🔴,118.31428465999998,0.693069,0.82,0,99.999955,18.314329836802983,18.314329836802983,0.18314338078255119
Will the Dravida Munnetra Kazhagam (DMK) win the most seats in the 2026 Tamil Nadu Legislative Assembly election? - Yes 🟢,117.99433599999999,0.5,0.59,0,99.9952,17.999135999999993,17.999135999999993,0.17999999999999994
Kraken IPO closing market cap above $28B? - No 🔴,116.69869916000002,0.766932,0.895,0,99.999963,16.698736317344014,16.698736317344014,0.16698742495878738
Weed rescheduled by March 31? - No 🔴,116.660381301,0.805329,0.9395,0,99.999987,16.660393847297996,16.660393847297996,0.16660396013149475
US recession by end of 2026? - No 🔴,116.61694042500001,0.655993,0.765,0,99.999865,16.617075588115014,16.617075588115014,0.16617098021197343
